status,age_group,region,region_cat,comorbidity_yes,comorbidity_no,comorbidity_tot_non_miss,comorbidity_prop,comorbidity_lb,comorbidity_ub,comorbidity,year
1,20-24,Local,South East Coast,31,24101,24132,128,87,182,heart,2014
1,25-29,Local,South East Coast,30,25963,25993,115,78,165,heart,2014
1,30-34,Local,South East Coast,25,27713,27738,90,58,133,heart,2014
1,35-39,Local,South East Coast,64,28961,29025,220,170,281,heart,2014
1,40-44,Local,South East Coast,172,35020,35192,489,419,567,heart,2014
1,45-49,Local,South East Coast,364,37351,37715,965,869,1069,heart,2014
1,50-54,Local,South East Coast,700,34129,34829,2010,1865,2163,heart,2014
1,55-59,Local,South East Coast,1068,28864,29932,3568,3361,3784,heart,2014
1,60-64,Local,South East Coast,1543,25813,27356,5640,5370,5920,heart,2014
1,65-69,Local,South East Coast,2566,26537,29103,8817,8494,9149,heart,2014
1,70-74,Local,South East Coast,2716,17814,20530,13229,12769,13701,heart,2014
1,75-79,Local,South East Coast,3091,14254,17345,17821,17254,18398,heart,2014
1,80-84,Local,South East Coast,2987,10220,13207,22617,21906,23340,heart,2014
1,85-89,Local,South East Coast,2134,5949,8083,26401,25443,27377,heart,2014
1,90-99,Local,South East Coast,1186,3531,4717,25143,23910,26407,heart,2014
1,<=9,National,Northern Ireland,22,20816,20838,106,66,160,heart,2014
1,10-14,National,Northern Ireland,17,13384,13401,127,74,203,heart,2014
1,15-19,National,Northern Ireland,30,12965,12995,231,156,329,heart,2014
1,20-24,National,Northern Ireland,32,12786,12818,250,171,352,heart,2014
1,25-29,National,Northern Ireland,52,14473,14525,358,267,469,heart,2014
1,30-34,National,Northern Ireland,27,14849,14876,182,120,264,heart,2014
1,35-39,National,Northern Ireland,44,14015,14059,313,227,420,heart,2014
1,40-44,National,Northern Ireland,85,15291,15376,553,442,683,heart,2014
1,45-49,National,Northern Ireland,221,15914,16135,1370,1196,1561,heart,2014
1,50-54,National,Northern Ireland,483,14782,15265,3164,2892,3454,heart,2014
1,55-59,National,Northern Ireland,733,12637,13370,5482,5103,5882,heart,2014
1,60-64,National,Northern Ireland,1016,10530,11546,8800,8289,9331,heart,2014
1,65-69,National,Northern Ireland,1413,9149,10562,13378,12734,14042,heart,2014
1,70-74,National,Northern Ireland,1623,6720,8343,19453,18609,20319,heart,2014
1,75-79,National,Northern Ireland,1591,4679,6270,25375,24301,26471,heart,2014
1,80-84,National,Northern Ireland,1438,3188,4626,31085,29753,32441,heart,2014
1,85-89,National,Northern Ireland,926,1748,2674,34630,32825,36468,heart,2014
1,90-99,National,Northern Ireland,471,970,1441,32686,30266,35176,heart,2014
1,<=9,National,Scotland,76,74920,74996,101,80,127,heart,2014
1,10-14,National,Scotland,67,45334,45401,148,114,187,heart,2014
1,15-19,National,Scotland,50,45063,45113,111,82,146,heart,2014
1,20-24,National,Scotland,79,47557,47636,166,131,207,heart,2014
1,25-29,National,Scotland,71,52220,52291,136,106,171,heart,2014
1,30-34,National,Scotland,115,55234,55349,208,172,249,heart,2014
1,35-39,National,Scotland,160,51417,51577,310,264,362,heart,2014
1,40-44,National,Scotland,423,59831,60254,702,637,772,heart,2014
1,45-49,National,Scotland,955,65480,66435,1437,1348,1531,heart,2014
1,50-54,National,Scotland,1902,61291,63193,3010,2878,3146,heart,2014
1,55-59,National,Scotland,3064,52964,56028,5469,5282,5660,heart,2014
1,60-64,National,Scotland,4466,45935,50401,8861,8614,9112,heart,2014
1,65-69,National,Scotland,6128,39636,45764,13390,13080,13706,heart,2014
1,70-74,National,Scotland,6516,27485,34001,19164,18747,19587,heart,2014
1,75-79,National,Scotland,6637,20327,26964,24614,24101,25133,heart,2014
1,80-84,National,Scotland,5630,13403,19033,29580,28932,30234,heart,2014
1,85-89,National,Scotland,3428,7186,10614,32297,31408,33196,heart,2014
1,90-99,National,Scotland,1690,3429,5119,33014,31726,34322,heart,2014
1,<=9,National,Wales,106,68103,68209,155,127,188,heart,2014
1,10-14,National,Wales,50,40900,40950,122,91,161,heart,2014
1,15-19,National,Wales,83,39693,39776,209,166,259,heart,2014
1,20-24,National,Wales,69,43109,43178,160,124,202,heart,2014
1,25-29,National,Wales,97,46214,46311,209,170,255,heart,2014
1,30-34,National,Wales,116,47121,47237,246,203,294,heart,2014
1,35-39,National,Wales,154,44337,44491,346,294,405,heart,2014
1,40-44,National,Wales,347,51212,51559,673,604,747,heart,2014
1,45-49,National,Wales,721,54532,55253,1305,1212,1403,heart,2014
1,50-54,National,Wales,1413,51734,53147,2659,2524,2799,heart,2014
1,55-59,National,Wales,2434,44773,47207,5156,4958,5359,heart,2014
1,60-64,National,Wales,3730,42010,45740,8155,7906,8409,heart,2014
1,65-69,National,Wales,5628,40929,46557,12088,11794,12388,heart,2014
1,70-74,National,Wales,6233,28263,34496,18069,17664,18479,heart,2014
1,75-79,National,Wales,6448,21139,27587,23373,22875,23877,heart,2014
1,80-84,National,Wales,5559,14089,19648,28293,27664,28928,heart,2014
1,85-89,National,Wales,3737,8347,12084,30925,30102,31758,heart,2014
1,90-99,National,Wales,2085,5048,7133,29230,28177,30301,heart,2014
1,<=9,Local,North East,8,4997,5005,160,69,315,lung,2014
1,10-14,Local,North East,6,2983,2989,201,74,436,lung,2014
1,15-19,Local,North East,9,3141,3150,286,131,542,lung,2014
1,20-24,Local,North East,15,3458,3473,432,242,711,lung,2014
1,25-29,Local,North East,8,3722,3730,214,93,422,lung,2014
1,30-34,Local,North East,10,3495,3505,285,137,524,lung,2014
1,35-39,Local,North East,9,3134,3143,286,131,543,lung,2014
1,40-44,Local,North East,31,3624,3655,848,577,1202,lung,2014
1,45-49,Local,North East,57,4038,4095,1392,1056,1800,lung,2014
1,50-54,Local,North East,94,4053,4147,2267,1836,2767,lung,2014
1,55-59,Local,North East,153,3558,3711,4123,3506,4813,lung,2014
1,60-64,Local,North East,233,3074,3307,7046,6197,7972,lung,2014
1,65-69,Local,North East,288,2916,3204,8989,8021,10033,lung,2014
1,70-74,Local,North East,285,2053,2338,12190,10890,13585,lung,2014
1,75-79,Local,North East,302,1757,2059,14667,13166,16270,lung,2014
1,80-84,Local,North East,223,1207,1430,15594,13751,17580,lung,2014
1,85-89,Local,North East,109,742,851,12808,10636,15242,lung,2014
1,90-99,Local,North East,45,382,427,10539,7791,13847,lung,2014
1,<=9,Local,North West,69,43935,44004,157,122,198,lung,2014
1,10-14,Local,North West,54,26295,26349,205,154,267,lung,2014
1,15-19,Local,North West,46,26208,26254,175,128,234,lung,2014
1,20-24,Local,North West,54,26480,26534,204,153,265,lung,2014
1,25-29,Local,North West,48,29252,29300,164,121,217,lung,2014
1,30-34,Local,North West,81,29792,29873,271,215,337,lung,2014
1,35-39,Local,North West,103,28049,28152,366,299,444,lung,2014
1,40-44,Local,North West,277,33672,33949,816,723,917,lung,2014
1,45-49,Local,North West,591,35881,36472,1620,1493,1755,lung,2014
1,50-54,Local,North West,990,33118,34108,2903,2727,3086,lung,2014
1,55-59,Local,North West,1354,27791,29145,4646,4407,4894,lung,2014
1,60-64,Local,North West,2044,24996,27040,7559,7247,7881,lung,2014
1,65-69,Local,North West,2738,25239,27977,9787,9441,10141,lung,2014
1,70-74,Local,North West,2569,17558,20127,12764,12306,13233,lung,2014
1,75-79,Local,North West,2310,14026,16336,14141,13610,14684,lung,2014
1,80-84,Local,North West,1676,9761,11437,14654,14011,15316,lung,2014
1,85-89,Local,North West,858,5672,6530,13139,12329,13983,lung,2014
1,90-99,Local,North West,340,3238,3578,9503,8561,10511,lung,2014
1,<=9,Local,Yorkshire & The Humber,0,3458,3458,0,0,107,lung,2014
1,10-14,Local,Yorkshire & The Humber,<5,suppressed,2048,98,12,352,lung,2014
1,15-19,Local,Yorkshire & The Humber,5,2031,2036,246,80,572,lung,2014
1,20-24,Local,Yorkshire & The Humber,<5,suppressed,2072,48,1,269,lung,2014
1,25-29,Local,Yorkshire & The Humber,<5,suppressed,2078,192,52,492,lung,2014
1,30-34,Local,Yorkshire & The Humber,<5,suppressed,2084,192,52,491,lung,2014
1,35-39,Local,Yorkshire & The Humber,8,2047,2055,389,168,766,lung,2014
1,40-44,Local,Yorkshire & The Humber,23,2596,2619,878,557,1315,lung,2014
1,45-49,Local,Yorkshire & The Humber,40,2859,2899,1380,988,1874,lung,2014
1,50-54,Local,Yorkshire & The Humber,45,2642,2687,1675,1224,2235,lung,2014
1,55-59,Local,Yorkshire & The Humber,75,2173,2248,3336,2633,4164,lung,2014
1,60-64,Local,Yorkshire & The Humber,142,2187,2329,6097,5160,7147,lung,2014
1,65-69,Local,Yorkshire & The Humber,189,2046,2235,8456,7336,9687,lung,2014
1,70-74,Local,Yorkshire & The Humber,211,1378,1589,13279,11648,15047,lung,2014
1,75-79,Local,Yorkshire & The Humber,190,1147,1337,14211,12382,16199,lung,2014
1,80-84,Local,Yorkshire & The Humber,126,881,1007,12512,10531,14716,lung,2014
1,85-89,Local,Yorkshire & The Humber,74,434,508,14567,11614,17939,lung,2014
1,90-99,Local,Yorkshire & The Humber,26,229,255,10196,6769,14582,lung,2014
1,<=9,Local,East Midlands,<5,suppressed,834,120,3,666,lung,2014
1,10-14,Local,East Midlands,0,477,477,0,0,770,lung,2014
1,15-19,Local,East Midlands,0,502,502,0,0,732,lung,2014
1,20-24,Local,East Midlands,0,525,525,0,0,700,lung,2014
1,25-29,Local,East Midlands,0,487,487,0,0,755,lung,2014
1,30-34,Local,East Midlands,<5,suppressed,524,191,5,1059,lung,2014
1,35-39,Local,East Midlands,<5,suppressed,489,204,5,1134,lung,2014
1,40-44,Local,East Midlands,<5,suppressed,574,523,108,1520,lung,2014
1,45-49,Local,East Midlands,8,616,624,1282,555,2510,lung,2014
1,50-54,Local,East Midlands,12,610,622,1929,1001,3346,lung,2014
1,55-59,Local,East Midlands,20,474,494,4049,2490,6184,lung,2014
1,60-64,Local,East Midlands,39,490,529,7372,5295,9941,lung,2014
1,65-69,Local,East Midlands,45,447,492,9146,6750,12047,lung,2014
1,70-74,Local,East Midlands,36,303,339,10619,7549,14398,lung,2014
1,75-79,Local,East Midlands,28,243,271,10332,6976,14586,lung,2014
1,80-84,Local,East Midlands,24,139,163,14724,9667,21111,lung,2014
1,85-89,Local,East Midlands,13,86,99,13131,7181,21408,lung,2014
1,90-99,Local,East Midlands,<5,suppressed,50,8000,2223,19234,lung,2014
1,<=9,Local,West Midlands,35,37288,37323,94,65,130,lung,2014
1,10-14,Local,West Midlands,29,23166,23195,125,84,180,lung,2014
1,15-19,Local,West Midlands,49,22509,22558,217,161,287,lung,2014
1,20-24,Local,West Midlands,31,21545,21576,144,98,204,lung,2014
1,25-29,Local,West Midlands,35,23569,23604,148,103,206,lung,2014
1,30-34,Local,West Midlands,54,24052,24106,224,168,292,lung,2014
1,35-39,Local,West Midlands,97,23213,23310,416,338,507,lung,2014
1,40-44,Local,West Midlands,177,28620,28797,615,528,712,lung,2014
1,45-49,Local,West Midlands,345,30373,30718,1123,1008,1247,lung,2014
1,50-54,Local,West Midlands,550,28243,28793,1910,1755,2075,lung,2014
1,55-59,Local,West Midlands,848,23592,24440,3470,3244,3707,lung,2014
1,60-64,Local,West Midlands,1213,22104,23317,5202,4921,5495,lung,2014
1,65-69,Local,West Midlands,1876,21789,23665,7927,7586,8279,lung,2014
1,70-74,Local,West Midlands,1668,16201,17869,9335,8912,9771,lung,2014
1,75-79,Local,West Midlands,1628,13234,14862,10954,10456,11467,lung,2014
1,80-84,Local,West Midlands,1226,9644,10870,11279,10690,11888,lung,2014
1,85-89,Local,West Midlands,693,5858,6551,10579,9844,11349,lung,2014
1,90-99,Local,West Midlands,276,3513,3789,7284,6477,8158,lung,2014
1,<=9,Local,East of England,29,25610,25639,113,76,162,lung,2014
1,10-14,Local,East of England,16,15098,15114,106,61,172,lung,2014
1,15-19,Local,East of England,29,13767,13796,210,141,302,lung,2014
1,20-24,Local,East of England,21,12333,12354,170,105,260,lung,2014
1,25-29,Local,East of England,24,14885,14909,161,103,239,lung,2014
1,30-34,Local,East of England,31,16756,16787,185,126,262,lung,2014
1,35-39,Local,East of England,48,17237,17285,278,205,368,lung,2014
1,40-44,Local,East of England,92,19076,19168,480,387,588,lung,2014
1,45-49,Local,East of England,179,19704,19883,900,774,1042,lung,2014
1,50-54,Local,East of England,281,18071,18352,1531,1359,1719,lung,2014
1,55-59,Local,East of England,433,14731,15164,2855,2596,3133,lung,2014
1,60-64,Local,East of England,615,12826,13441,4576,4228,4942,lung,2014
1,65-69,Local,East of England,862,12369,13231,6515,6100,6949,lung,2014
1,70-74,Local,East of England,801,8396,9197,8709,8141,9304,lung,2014
1,75-79,Local,East of England,884,7327,8211,10766,10104,11457,lung,2014
1,80-84,Local,East of England,785,5717,6502,12073,11291,12890,lung,2014
1,85-89,Local,East of England,463,3612,4075,11362,10403,12376,lung,2014
1,90-99,Local,East of England,199,2198,2397,8302,7228,9479,lung,2014
1,<=9,Local,South West,41,28974,29015,141,101,192,lung,2014
1,10-14,Local,South West,26,17580,17606,148,96,216,lung,2014
1,15-19,Local,South West,20,19309,19329,103,63,160,lung,2014
1,20-24,Local,South West,36,24324,24360,148,104,205,lung,2014
1,25-29,Local,South West,38,20638,20676,184,130,252,lung,2014
1,30-34,Local,South West,47,20662,20709,227,167,302,lung,2014
1,35-39,Local,South West,72,19544,19616,367,287,462,lung,2014
1,40-44,Local,South West,152,22686,22838,666,564,780,lung,2014
1,45-49,Local,South West,290,24957,25247,1149,1021,1288,lung,2014
1,50-54,Local,South West,504,23682,24186,2084,1908,2272,lung,2014
1,55-59,Local,South West,742,20583,21325,3479,3238,3734,lung,2014
1,60-64,Local,South West,1101,19420,20521,5365,5061,5682,lung,2014
1,65-69,Local,South West,1583,19585,21168,7478,7127,7841,lung,2014
1,70-74,Local,South West,1540,14269,15809,9741,9283,10214,lung,2014
1,75-79,Local,South West,1342,11455,12797,10487,9961,11031,lung,2014
1,80-84,Local,South West,1123,8899,10022,11205,10594,11839,lung,2014
1,85-89,Local,South West,681,5822,6503,10472,9738,11242,lung,2014
1,90-99,Local,South West,282,3780,4062,6942,6180,7768,lung,2014
1,<=9,Local,South Central,53,47442,47495,112,84,146,lung,2014
1,10-14,Local,South Central,26,29756,29782,87,57,128,lung,2014
1,15-19,Local,South Central,37,27712,27749,133,94,184,lung,2014
1,20-24,Local,South Central,33,24070,24103,137,94,192,lung,2014
1,25-29,Local,South Central,38,27414,27452,138,98,190,lung,2014
1,30-34,Local,South Central,58,30742,30800,188,143,243,lung,2014
1,35-39,Local,South Central,103,32189,32292,319,260,387,lung,2014
1,40-44,Local,South Central,206,37324,37530,549,477,629,lung,2014
1,45-49,Local,South Central,383,39433,39816,962,868,1063,lung,2014
1,50-54,Local,South Central,566,35938,36504,1551,1426,1683,lung,2014
1,55-59,Local,South Central,876,29899,30775,2846,2664,3038,lung,2014
1,60-64,Local,South Central,1312,27102,28414,4617,4376,4868,lung,2014
1,65-69,Local,South Central,1898,27753,29651,6401,6125,6686,lung,2014
1,70-74,Local,South Central,1842,19357,21199,8689,8313,9076,lung,2014
1,75-79,Local,South Central,1699,15200,16899,10054,9604,10517,lung,2014
1,80-84,Local,South Central,1244,11607,12851,9680,9174,10204,lung,2014
1,85-89,Local,South Central,713,7244,7957,8961,8342,9610,lung,2014
1,90-99,Local,South Central,333,4555,4888,6813,6122,7555,lung,2014
1,<=9,Local,London,122,53710,53832,227,188,271,lung,2014
1,10-14,Local,London,100,30291,30391,329,268,400,lung,2014
1,15-19,Local,London,81,27862,27943,290,230,360,lung,2014
1,20-24,Local,London,95,28929,29024,327,265,400,lung,2014
1,25-29,Local,London,84,36676,36760,229,182,283,lung,2014
1,30-34,Local,London,94,41874,41968,224,181,274,lung,2014
1,35-39,Local,London,149,40297,40446,368,312,432,lung,2014
1,40-44,Local,London,266,40256,40522,656,580,740,lung,2014
1,45-49,Local,London,450,39907,40357,1115,1015,1222,lung,2014
1,50-54,Local,London,675,35122,35797,1886,1747,2032,lung,2014
1,55-59,Local,London,862,27788,28650,3009,2814,3213,lung,2014
1,60-64,Local,London,1219,22284,23503,5187,4906,5478,lung,2014
1,65-69,Local,London,1579,20338,21917,7204,6866,7555,lung,2014
1,70-74,Local,London,1610,14043,15653,10286,9814,10772,lung,2014
1,75-79,Local,London,1583,11825,13408,11806,11265,12365,lung,2014
1,80-84,Local,London,1251,9144,10395,12035,11415,12676,lung,2014
1,85-89,Local,London,740,5641,6381,11597,10821,12408,lung,2014
1,90-99,Local,London,358,3367,3725,9611,8683,10603,lung,2014
1,<=9,Local,South East Coast,47,46980,47027,100,73,133,lung,2014
1,10-14,Local,South East Coast,24,29225,29249,82,53,122,lung,2014
1,15-19,Local,South East Coast,41,26699,26740,153,110,208,lung,2014
1,20-24,Local,South East Coast,37,24095,24132,153,108,211,lung,2014
1,25-29,Local,South East Coast,36,25957,25993,138,97,192,lung,2014
1,30-34,Local,South East Coast,52,27686,27738,187,140,246,lung,2014
1,35-39,Local,South East Coast,73,28952,29025,252,197,316,lung,2014
1,40-44,Local,South East Coast,182,35010,35192,517,445,598,lung,2014
1,45-49,Local,South East Coast,343,37372,37715,909,816,1010,lung,2014
1,50-54,Local,South East Coast,546,34283,34829,1568,1440,1704,lung,2014
1,55-59,Local,South East Coast,815,29117,29932,2723,2541,2914,lung,2014
1,60-64,Local,South East Coast,1232,26124,27356,4504,4261,4756,lung,2014
1,65-69,Local,South East Coast,1863,27240,29103,6401,6123,6689,lung,2014
1,70-74,Local,South East Coast,1813,18717,20530,8831,8446,9227,lung,2014
1,75-79,Local,South East Coast,1697,15648,17345,9784,9346,10236,lung,2014
1,80-84,Local,South East Coast,1427,11780,13207,10805,10280,11347,lung,2014
1,85-89,Local,South East Coast,880,7203,8083,10887,10216,11586,lung,2014
1,90-99,Local,South East Coast,360,4357,4717,7632,6890,8427,lung,2014
1,<=9,National,Northern Ireland,32,20806,20838,154,105,217,lung,2014
1,10-14,National,Northern Ireland,14,13387,13401,104,57,175,lung,2014
1,15-19,National,Northern Ireland,17,12978,12995,131,76,209,lung,2014
1,20-24,National,Northern Ireland,32,12786,12818,250,171,352,lung,2014
1,25-29,National,Northern Ireland,49,14476,14525,337,250,446,lung,2014
1,30-34,National,Northern Ireland,48,14828,14876,323,238,428,lung,2014
1,35-39,National,Northern Ireland,79,13980,14059,562,445,700,lung,2014
1,40-44,National,Northern Ireland,156,15220,15376,1015,862,1186,lung,2014
1,45-49,National,Northern Ireland,338,15797,16135,2095,1879,2328,lung,2014
1,50-54,National,Northern Ireland,521,14744,15265,3413,3131,3713,lung,2014
1,55-59,National,Northern Ireland,782,12588,13370,5849,5457,6260,lung,2014
1,60-64,National,Northern Ireland,921,10625,11546,7977,7489,8486,lung,2014
1,65-69,National,Northern Ireland,1071,9491,10562,10140,9571,10732,lung,2014
1,70-74,National,Northern Ireland,980,7363,8343,11746,11063,12457,lung,2014
1,75-79,National,Northern Ireland,793,5477,6270,12648,11834,13496,lung,2014
1,80-84,National,Northern Ireland,587,4039,4626,12689,11743,13683,lung,2014
